Workload,CPU,Mem,Set
md5_run,111.00,0.59,set5
md5_run,68.00,0.59,set5
md5_run,101.00,0.59,set5
md5_run,100.00,0.59,set5
md5_run,105.00,0.59,set5
md5_run,102.00,0.59,set5
md5_run,108.00,0.59,set5
md5_run,102.00,0.59,set5
md5_run,109.00,0.59,set5
md5_run,99.00,0.59,set5
md5_run,106.00,0.59,set5
md5_run,94.00,0.59,set5
md5_run,99.00,0.59,set5
md5_run,105.00,0.59,set5
md5_run,81.00,0.60,set5
matmult0_5_prep,206.93,0.42,set5
sort_run,271.29,0.73,set5
sort_run,269.00,0.82,set5
sort_run,133.00,0.82,set5
sort_run,109.00,0.92,set5
sort_run,117.00,0.92,set5
sort_run,136.00,0.93,set5
sort_run,145.00,0.98,set5
sort_run,143.00,0.98,set5
sort_run,101.00,0.98,set5
sort_run,101.00,0.98,set5
sort_run,136.00,0.98,set5
sort_run,108.00,0.98,set5
sort_run,432.00,1.35,set5
sort_run,100.00,1.35,set5
sort_run,101.00,1.35,set5
sort_run,100.00,1.35,set5
sort_run,104.00,1.35,set5
sort_run,109.00,1.35,set5
sort_run,126.00,1.35,set5
sort_run,100.00,1.35,set5
sort_run,100.00,1.35,set5
sort_run,109.00,1.35,set5
sort_run,142.00,1.35,set5
sort_run,118.00,1.35,set5
sort_run,102.00,1.39,set5
sort_run,101.00,1.39,set5
sort_run,104.00,1.57,set5
sort_run,126.00,1.67,set5
sort_run,101.00,1.69,set5
sort_run,101.00,1.73,set5
sort_run,102.00,1.73,set5
sort_run,92.00,1.74,set5
sort_run,58.00,1.74,set5
sort_run,97.00,1.74,set5
sort_run,100.00,1.74,set5
sort_run,101.00,1.74,set5
sort_run,100.00,1.74,set5
sort_run,105.00,1.74,set5
sort_run,119.00,1.74,set5
sort_run,101.00,1.74,set5
sort_run,100.00,1.74,set5
sort_run,101.00,1.74,set5
sort_run,135.00,1.74,set5
sort_run,107.00,1.74,set5
sort_run,100.00,1.74,set5
sort_run,101.00,1.74,set5
sort_run,104.00,1.85,set5
sort_run,340.00,2.07,set5
sort_run,101.00,2.07,set5
sort_run,101.00,2.07,set5
sort_run,101.00,2.07,set5
sort_run,107.00,2.07,set5
sort_run,161.00,2.07,set5
sort_run,100.00,2.07,set5
sort_run,101.00,2.07,set5
sort_run,104.00,2.07,set5
sort_run,103.00,2.07,set5
sort_run,163.00,2.07,set5
sort_run,101.00,2.07,set5
sort_run,100.00,2.07,set5
sort_run,101.00,2.07,set5
sort_run,105.00,2.07,set5
sort_run,114.00,2.07,set5
sort_run,102.00,2.07,set5
sort_run,101.00,2.07,set5
sort_run,101.00,2.07,set5
sort_run,130.00,2.19,set5
sort_run,100.00,2.19,set5
sort_run,101.00,2.26,set5
sort_run,102.00,2.26,set5
sort_run,103.00,2.43,set5
sort_run,156.00,2.54,set5
sort_run,121.00,2.54,set5
sort_run,101.00,2.61,set5
sort_run,99.00,2.61,set5
sort_run,106.00,2.78,set5
sort_run,147.00,2.89,set5
sort_run,100.00,2.89,set5
sort_run,100.00,2.96,set5
sort_run,108.00,2.96,set5
sort_run,110.00,2.96,set5
sort_run,123.00,2.96,set5
sort_run,100.00,2.96,set5
sort_run,102.00,2.96,set5
sort_run,101.00,2.96,set5
sort_run,146.00,2.96,set5
sort_run,107.00,2.96,set5
sort_run,101.00,2.96,set5
sort_run,101.00,2.96,set5
sort_run,101.00,2.96,set5
sort_run,136.00,2.96,set5
sort_run,118.00,2.96,set5
sort_run,101.00,2.96,set5
sort_run,101.00,2.96,set5
sort_run,101.00,2.96,set5
sort_run,130.00,2.96,set5
sort_run,100.00,2.97,set5
sort_run,100.00,2.97,set5
sort_run,101.00,2.97,set5
sort_run,143.00,2.97,set5
sort_run,127.00,2.97,set5
sort_run,101.00,2.98,set5
sort_run,101.00,2.98,set5
sort_run,106.00,2.98,set5
sort_run,154.00,2.98,set5
sort_run,101.00,2.98,set5
sort_run,102.00,2.98,set5
sort_run,100.00,2.98,set5
sort_run,103.00,3.03,set5
sort_run,457.00,3.39,set5
sort_run,112.00,3.39,set5
sort_run,100.00,3.39,set5
sort_run,101.00,3.39,set5
sort_run,104.00,3.39,set5
sort_run,115.00,3.39,set5
sort_run,110.00,3.39,set5
sort_run,101.00,3.39,set5
sort_run,107.00,3.39,set5
sort_run,109.00,3.39,set5
sort_run,150.00,3.39,set5
sort_run,100.00,3.39,set5
sort_run,100.00,3.39,set5
sort_run,102.00,3.39,set5
sort_run,103.00,3.39,set5
sort_run,122.00,3.39,set5
sort_run,100.00,3.39,set5
sort_run,102.00,3.39,set5
sort_run,102.00,3.39,set5
sort_run,133.00,3.39,set5
sort_run,115.00,3.39,set5
sort_run,100.00,3.39,set5
sort_run,100.00,3.39,set5
sort_run,100.00,3.39,set5
sort_run,107.00,3.39,set5
sort_run,145.00,3.39,set5
sort_run,101.00,3.39,set5
sort_run,101.00,3.39,set5
sort_run,99.00,3.39,set5
sort_run,129.00,3.39,set5
sort_run,115.00,3.39,set5
sort_run,101.00,3.39,set5
sort_run,101.00,3.39,set5
sort_run,100.00,3.62,set5
sort_run,163.00,3.65,set5
sort_run,100.00,3.72,set5
sort_run,101.00,3.72,set5
sort_run,101.00,3.72,set5
sort_run,111.00,3.98,set5
sort_run,126.00,4.00,set5
sort_run,100.00,4.07,set5
sort_run,101.00,4.07,set5
sort_run,101.00,4.07,set5
sort_run,111.00,4.33,set5
sort_run,138.00,4.35,set5
sort_run,100.00,4.42,set5
sort_run,101.00,4.42,set5
sort_run,100.00,4.42,set5
sort_run,65.00,4.60,set5
sort_run,123.00,4.70,set5
sort_run,100.00,4.71,set5
sort_run,100.00,4.77,set5
sort_run,101.00,4.77,set5
sort_run,119.00,4.77,set5
sort_run,115.00,4.77,set5
sort_run,101.00,4.77,set5
sort_run,100.00,4.77,set5
sort_run,101.00,4.77,set5
sort_run,103.00,4.77,set5
sort_run,150.00,4.77,set5
sort_run,101.00,4.77,set5
sort_run,100.00,4.77,set5
sort_run,101.00,4.77,set5
sort_run,130.00,4.77,set5
sort_run,137.00,4.77,set5
sort_run,101.00,4.77,set5
sort_run,100.00,4.77,set5
sort_run,103.00,4.77,set5
sort_run,131.00,4.77,set5
sort_run,106.00,4.77,set5
sort_run,102.00,4.77,set5
sort_run,119.00,4.77,set5
sort_run,119.00,4.77,set5
sort_run,101.00,4.77,set5
sort_run,108.00,4.78,set5
sort_run,101.00,4.92,set5
sort_run,970.00,8.19,set5
sort_run,129.00,8.46,set5
sort_run,100.00,8.43,set5
sort_run,100.00,8.40,set5
sort_run,122.00,9.16,set5
sort_run,815.00,11.99,set5
sort_run,1431.00,16.95,set5
sort_run,150.00,16.74,set5
sort_run,101.00,16.74,set5
sort_run,100.00,16.74,set5
sort_run,100.00,16.74,set5
sort_run,101.00,16.74,set5
sort_run,100.00,16.74,set5
sort_run,100.00,16.74,set5
sort_run,100.00,16.74,set5
sort_run,100.00,16.74,set5
sort_run,101.00,16.74,set5
sort_run,101.00,16.74,set5
sort_run,100.00,16.74,set5
sort_run,100.00,16.74,set5
sort_run,100.00,16.74,set5
sort_run,101.00,16.74,set5
sort_run,108.00,16.74,set5
sort_run,100.00,16.74,set5
sort_run,99.00,16.74,set5
sort_run,101.00,16.74,set5
sort_run,100.00,16.74,set5
sort_run,100.00,16.74,set5
sort_run,100.00,16.74,set5
sort_run,100.00,16.74,set5
sort_run,100.00,16.74,set5
sort_run,101.00,16.74,set5
sort_run,100.00,16.74,set5
sort_run,100.00,16.74,set5
sort_run,100.00,16.74,set5
sort_run,101.00,16.74,set5
sort_run,100.00,16.74,set5
sort_run,100.00,16.74,set5
sort_run,100.00,16.74,set5
sort_run,101.00,16.74,set5
sort_run,100.00,16.74,set5
sort_run,100.00,16.74,set5
sort_run,66.75,16.74,set5
sort_run,0.00,16.74,set5
sort_run,0.00,16.74,set5
sort_run,0.00,16.74,set5
sort_run,0.00,16.74,set5
sort_run,2.00,16.74,set5
sort_run,238.00,16.82,set5
sort_run,0.00,16.82,set5
sort_run,0.00,16.80,set5
sort_run,1.00,16.80,set5
sort_run,0.00,16.80,set5
sort_run,0.00,16.80,set5
sort_run,0.00,16.80,set5
sort_run,0.00,16.80,set5
sort_run,0.00,16.80,set5
sort_run,1.00,16.80,set5
sort_run,150.00,16.80,set5
sort_run,118.00,16.80,set5
sort_run,1.00,16.80,set5
sort_run,1.00,16.80,set5
sort_run,0.00,16.80,set5
sort_run,0.00,16.80,set5
sort_run,0.00,16.80,set5
sort_run,1.00,16.80,set5
sort_run,0.00,16.80,set5
sort_run,0.00,16.80,set5
sort_run,29.00,16.80,set5
sort_run,172.00,16.80,set5
sort_run,35.00,16.80,set5
sort_run,0.00,16.80,set5
sort_run,91.00,16.80,set5
sort_run,244.00,16.81,set5
sort_run,140.00,16.81,set5
sort_run,119.00,16.81,set5
sort_run,139.00,16.81,set5
sort_run,138.00,16.81,set5
sort_run,147.00,16.81,set5
sort_run,142.57,16.81,set5
sort_run,122.00,16.81,set5
sort_run,141.00,16.81,set5
sort_run,136.00,16.81,set5
sort_run,146.00,16.82,set5
sort_run,509.00,11.41,set5
sort_run,139.00,11.41,set5
sort_run,140.00,11.41,set5
sort_run,139.00,11.41,set5
sort_run,140.00,11.41,set5
sort_run,142.00,11.41,set5
sort_run,133.00,11.41,set5
sort_run,95.00,11.41,set5
sort_run,100.00,11.41,set5
sort_run,148.00,11.41,set5
sort_run,152.00,11.41,set5
sort_run,133.00,11.41,set5
sort_run,131.00,11.41,set5
sort_run,132.00,11.41,set5
sort_run,134.00,11.41,set5
sort_run,133.00,11.41,set5
sort_run,135.00,11.41,set5
sort_run,131.00,11.41,set5
sort_run,126.00,11.46,set5
sort_run,136.00,11.73,set5
sort_run,146.00,12.03,set5
sort_run,130.00,12.28,set5
sort_run,112.00,12.52,set5
sort_run,0.00,12.52,set5
sort_run,0.00,12.52,set5
sort_run,2.00,12.52,set5
sort_run,0.00,12.52,set5
sort_run,0.00,12.52,set5
sort_run,1.00,12.52,set5
sort_run,0.00,12.52,set5
sort_run,94.00,12.63,set5
sort_run,153.00,12.93,set5
sort_run,132.00,13.21,set5
sort_run,198.00,13.27,set5
sort_run,120.00,13.27,set5
sort_run,0.00,13.27,set5
sort_run,0.00,13.27,set5
sort_run,0.00,13.27,set5
sort_run,0.00,13.27,set5
sort_run,0.00,13.27,set5
sort_run,1.00,13.27,set5
sort_run,0.00,13.27,set5
sort_run,0.00,13.27,set5
sort_run,123.00,13.27,set5
sort_run,134.00,13.27,set5
sort_run,137.00,13.27,set5
sort_run,134.00,13.27,set5
sort_run,12.00,13.27,set5
sort_run,0.00,13.27,set5
sort_run,0.00,13.27,set5
sort_run,0.00,13.27,set5
sort_run,0.00,13.27,set5
sort_run,0.00,13.27,set5
sort_run,24.00,13.27,set5
sort_run,144.00,13.27,set5
sort_run,140.00,13.27,set5
sort_run,130.00,13.27,set5
sort_run,121.00,13.27,set5
sort_run,132.00,13.27,set5
sort_run,138.00,13.27,set5
sort_run,128.00,13.27,set5
sort_run,64.00,13.27,set5
sort_run,102.00,13.27,set5
sort_run,0.00,13.27,set5
sort_run,1.00,13.27,set5
sort_run,61.00,13.27,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
grep_run,0.00,0.00,set5
randsample_prep,226.73,0.41,set5
wc_run,256.44,0.43,set5
wc_run,394.00,0.55,set5
wc_run,458.00,1.01,set5
wc_run,173.00,1.21,set5
wc_run,237.00,1.21,set5
wc_run,119.00,1.21,set5
wc_run,121.00,1.21,set5
wc_run,227.00,1.27,set5
wc_run,118.00,1.38,set5
wc_run,199.00,1.52,set5
wc_run,101.00,1.52,set5
wc_run,107.00,1.52,set5
wc_run,137.00,1.62,set5
wc_run,151.00,1.62,set5
wc_run,158.00,1.63,set5
wc_run,99.00,1.63,set5
wc_run,142.00,1.63,set5
wc_run,130.00,1.63,set5
wc_run,196.00,1.63,set5
wc_run,102.00,1.63,set5
wc_run,110.00,1.63,set5
wc_run,114.00,2.14,set5
wc_run,200.00,2.14,set5
wc_run,132.00,2.14,set5
wc_run,101.00,2.14,set5
wc_run,100.00,2.14,set5
wc_run,166.00,2.14,set5
wc_run,131.00,2.14,set5
wc_run,101.00,2.14,set5
wc_run,115.00,2.18,set5
wc_run,100.00,2.18,set5
wc_run,243.00,2.21,set5
wc_run,142.00,2.21,set5
wc_run,145.00,2.28,set5
wc_run,100.00,2.28,set5
wc_run,102.00,2.50,set5
wc_run,307.00,2.93,set5
wc_run,162.00,2.93,set5
wc_run,100.00,2.93,set5
wc_run,101.00,2.92,set5
wc_run,112.00,2.92,set5
wc_run,166.00,2.93,set5
wc_run,139.00,2.93,set5
wc_run,102.00,2.93,set5
wc_run,101.00,2.93,set5
wc_run,135.00,2.94,set5
wc_run,158.00,2.94,set5
wc_run,126.00,2.94,set5
wc_run,100.00,2.94,set5
wc_run,101.00,2.94,set5
wc_run,133.00,2.94,set5
wc_run,131.00,2.94,set5
wc_run,101.00,2.94,set5
wc_run,101.00,2.94,set5
wc_run,141.00,3.35,set5
wc_run,138.00,3.35,set5
wc_run,100.00,3.35,set5
wc_run,101.00,3.35,set5
wc_run,101.00,3.35,set5
wc_run,115.00,3.35,set5
wc_run,129.00,3.35,set5
wc_run,200.00,3.35,set5
wc_run,100.00,3.35,set5
wc_run,119.00,3.35,set5
wc_run,297.00,3.69,set5
wc_run,180.00,3.69,set5
wc_run,99.00,3.69,set5
wc_run,101.00,3.69,set5
wc_run,106.00,3.69,set5
wc_run,171.00,3.69,set5
wc_run,106.00,3.69,set5
wc_run,101.00,3.69,set5
wc_run,103.00,3.69,set5
wc_run,124.00,3.69,set5
wc_run,143.00,3.69,set5
wc_run,100.00,3.69,set5
wc_run,101.00,3.91,set5
wc_run,141.00,4.07,set5
wc_run,128.00,4.07,set5
wc_run,101.00,4.07,set5
wc_run,100.00,4.07,set5
wc_run,142.00,4.07,set5
wc_run,125.00,4.07,set5
wc_run,101.00,4.07,set5
wc_run,102.00,4.07,set5
wc_run,100.00,4.07,set5
wc_run,115.00,4.07,set5
wc_run,464.00,4.41,set5
wc_run,200.00,4.41,set5
wc_run,145.00,4.41,set5
wc_run,102.00,4.41,set5
wc_run,101.00,4.41,set5
wc_run,163.00,4.41,set5
wc_run,136.00,4.41,set5
wc_run,101.00,4.41,set5
wc_run,102.00,4.41,set5
wc_run,140.00,4.41,set5
wc_run,139.00,4.41,set5
wc_run,101.00,4.41,set5
wc_run,99.00,4.41,set5
wc_run,127.00,4.82,set5
wc_run,186.00,4.82,set5
wc_run,125.00,4.82,set5
wc_run,100.00,4.82,set5
wc_run,102.00,4.82,set5
wc_run,146.00,4.82,set5
wc_run,100.00,4.82,set5
wc_run,101.00,4.82,set5
wc_run,100.00,4.82,set5
wc_run,185.00,4.82,set5
wc_run,124.00,4.82,set5
wc_run,101.00,4.82,set5
wc_run,104.00,4.82,set5
wc_run,101.00,4.82,set5
wc_run,284.00,4.82,set5
wc_run,165.00,4.82,set5
wc_run,125.00,4.82,set5
wc_run,103.00,4.82,set5
wc_run,100.00,4.82,set5
wc_run,147.00,4.82,set5
wc_run,155.00,4.82,set5
wc_run,101.00,4.82,set5
wc_run,99.00,4.82,set5
wc_run,115.00,4.82,set5
wc_run,146.00,4.82,set5
wc_run,100.00,4.82,set5
wc_run,101.00,4.82,set5
wc_run,101.00,5.18,set5
wc_run,188.00,5.39,set5
wc_run,124.00,5.39,set5
wc_run,100.00,5.39,set5
wc_run,101.00,5.39,set5
wc_run,143.00,5.39,set5
wc_run,101.00,5.39,set5
wc_run,101.00,5.39,set5
wc_run,100.00,5.39,set5
wc_run,150.00,5.39,set5
wc_run,124.00,5.39,set5
wc_run,103.00,5.39,set5
wc_run,100.00,5.39,set5
wc_run,101.00,5.39,set5
wc_run,103.00,5.39,set5
wc_run,272.00,5.39,set5
wc_run,168.00,5.39,set5
wc_run,101.00,5.39,set5
wc_run,100.00,5.39,set5
wc_run,110.00,5.39,set5
wc_run,166.00,5.39,set5
wc_run,100.00,5.39,set5
wc_run,100.00,5.39,set5
wc_run,112.00,5.39,set5
wc_run,154.46,5.39,set5
wc_run,100.00,5.39,set5
wc_run,101.00,5.39,set5
wc_run,100.00,5.39,set5
wc_run,167.00,5.39,set5
wc_run,101.00,5.39,set5
wc_run,100.00,5.39,set5
wc_run,100.00,5.53,set5
wc_run,181.00,5.76,set5
wc_run,101.00,5.76,set5
wc_run,101.00,5.76,set5
wc_run,103.00,5.76,set5
wc_run,162.00,5.76,set5
wc_run,103.00,5.76,set5
wc_run,99.00,5.76,set5
wc_run,101.00,5.76,set5
wc_run,101.00,5.76,set5
wc_run,103.00,5.76,set5
wc_run,122.00,5.76,set5
wc_run,161.00,5.76,set5
wc_run,100.00,5.76,set5
wc_run,100.00,5.76,set5
wc_run,101.00,5.76,set5
wc_run,163.00,5.76,set5
wc_run,120.00,5.76,set5
wc_run,100.00,5.76,set5
wc_run,264.00,5.76,set5
wc_run,160.00,5.76,set5
wc_run,175.00,5.76,set5
wc_run,100.00,5.76,set5
wc_run,101.00,5.76,set5
wc_run,122.00,5.76,set5
wc_run,201.00,5.76,set5
wc_run,109.00,5.76,set5
wc_run,101.00,5.76,set5
wc_run,101.00,5.76,set5
wc_run,151.00,5.76,set5
wc_run,100.00,5.76,set5
wc_run,100.00,5.76,set5
wc_run,100.00,5.76,set5
wc_run,161.00,5.76,set5
wc_run,135.00,5.76,set5
wc_run,104.00,5.76,set5
wc_run,100.00,5.76,set5
wc_run,100.00,5.89,set5
wc_run,401.00,6.37,set5
wc_run,100.00,6.37,set5
wc_run,187.00,6.37,set5
wc_run,199.00,6.37,set5
wc_run,113.00,6.37,set5
wc_run,100.00,6.37,set5
wc_run,100.00,6.37,set5
wc_run,187.00,6.37,set5
wc_run,100.00,6.37,set5
wc_run,101.00,6.37,set5
